timestamp,flight_id,origin,destination,departure_date,return_date,price,currency,airline,stops,duration,url
2025-11-17T13:32:09.284065-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-02,2026-09-16,4783.0,BRL,LATAM,1,18h 40m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
2025-11-17T13:32:09.300221-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-02,2026-09-16,4783.0,BRL,TAP,1,18h 40m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
2025-11-17T13:32:09.332512-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-02,2026-09-16,4783.0,BRL,Lufthansa,1,18h 40m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
2025-11-17T13:29:58.931374-03:00,flight-italy-sep2026,GRU,BLQ,2026-08-30,2026-09-13,5365.0,BRL,LATAM,1,1h 55m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T13:29:58.947176-03:00,flight-italy-sep2026,GRU,BLQ,2026-08-30,2026-09-13,5365.0,BRL,TAP,1,1h 55m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T13:29:58.982687-03:00,flight-italy-sep2026,GRU,BLQ,2026-08-30,2026-09-13,5365.0,BRL,Lufthansa,1,1h 55m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T13:32:52.672007-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-03,2026-09-17,5390.0,BRL,LATAM,1,18h 35m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-03%20to%202026-09-17&curr=BRL&hl=pt-BR
2025-11-17T13:32:52.687827-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-03,2026-09-17,5390.0,BRL,TAP,1,18h 35m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-03%20to%202026-09-17&curr=BRL&hl=pt-BR
2025-11-17T13:32:52.719628-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-03,2026-09-17,5390.0,BRL,Lufthansa,1,18h 35m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-03%20to%202026-09-17&curr=BRL&hl=pt-BR
2025-11-17T13:31:25.849376-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-01,2026-09-15,5427.0,BRL,Air France,1,5h 15m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-01%20to%202026-09-15&curr=BRL&hl=pt-BR
2025-11-17T13:31:25.871412-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-01,2026-09-15,5427.0,BRL,LATAM,1,5h 15m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-01%20to%202026-09-15&curr=BRL&hl=pt-BR
2025-11-17T13:31:25.883176-03:00,flight-italy-sep2026,GRU,BLQ,2026-09-01,2026-09-15,5427.0,BRL,TAP,1,5h 15m,https://www.google.com/travel/flights?q=GRU%20to%20BLQ%202026-09-01%20to%202026-09-15&curr=BRL&hl=pt-BR
2025-11-17T15:26:14.828660-03:00,flight-italy-sep2026,GRU,MXP,2026-08-30,2026-09-13,4557.0,BRL,Air France,1,14h 45m,https://www.google.com/travel/flights?q=GRU%20to%20MXP%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T15:26:14.862007-03:00,flight-italy-sep2026,GRU,MXP,2026-08-30,2026-09-13,4557.0,BRL,LATAM,1,14h 45m,https://www.google.com/travel/flights?q=GRU%20to%20MXP%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T15:26:14.891380-03:00,flight-italy-sep2026,GRU,MXP,2026-08-30,2026-09-13,4557.0,BRL,Gol,1,14h 45m,https://www.google.com/travel/flights?q=GRU%20to%20MXP%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T17:03:39.359859-03:00,flight-italy-sep2026,GRU,FLR,2026-08-30,2026-09-13,4445.0,BRL,Air France,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T17:03:39.375641-03:00,flight-italy-sep2026,GRU,FLR,2026-08-30,2026-09-13,4445.0,BRL,Gol,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T17:03:39.391812-03:00,flight-italy-sep2026,GRU,FLR,2026-08-30,2026-09-13,4445.0,BRL,TAP,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T17:04:23.221611-03:00,flight-italy-sep2026,GRU,FLR,2026-08-31,2026-09-14,4445.0,BRL,Air France,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-08-31%20to%202026-09-14&curr=BRL&hl=pt-BR
2025-11-17T17:04:23.253890-03:00,flight-italy-sep2026,GRU,FLR,2026-08-31,2026-09-14,4445.0,BRL,Gol,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-08-31%20to%202026-09-14&curr=BRL&hl=pt-BR
2025-11-17T17:04:23.274166-03:00,flight-italy-sep2026,GRU,FLR,2026-08-31,2026-09-14,4445.0,BRL,TAP,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-08-31%20to%202026-09-14&curr=BRL&hl=pt-BR
2025-11-17T17:05:50.862517-03:00,flight-italy-sep2026,GRU,FLR,2026-09-02,2026-09-16,4445.0,BRL,Air France,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
2025-11-17T17:05:50.893962-03:00,flight-italy-sep2026,GRU,FLR,2026-09-02,2026-09-16,4445.0,BRL,Gol,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
2025-11-17T17:05:50.909775-03:00,flight-italy-sep2026,GRU,FLR,2026-09-02,2026-09-16,4445.0,BRL,TAP,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
2025-11-17T17:06:34.349223-03:00,flight-italy-sep2026,GRU,FLR,2026-09-03,2026-09-17,4445.0,BRL,Air France,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-09-03%20to%202026-09-17&curr=BRL&hl=pt-BR
2025-11-17T17:06:34.375387-03:00,flight-italy-sep2026,GRU,FLR,2026-09-03,2026-09-17,4445.0,BRL,Gol,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-09-03%20to%202026-09-17&curr=BRL&hl=pt-BR
2025-11-17T17:06:34.396947-03:00,flight-italy-sep2026,GRU,FLR,2026-09-03,2026-09-17,4445.0,BRL,TAP,1,15h 50m,https://www.google.com/travel/flights?q=GRU%20to%20FLR%202026-09-03%20to%202026-09-17&curr=BRL&hl=pt-BR
2025-11-17T17:08:03.454958-03:00,flight-italy-sep2026,GRU,VCE,2026-08-31,2026-09-14,4454.0,BRL,Air France,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-08-31%20to%202026-09-14&curr=BRL&hl=pt-BR
2025-11-17T17:08:03.470734-03:00,flight-italy-sep2026,GRU,VCE,2026-08-31,2026-09-14,4454.0,BRL,Gol,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-08-31%20to%202026-09-14&curr=BRL&hl=pt-BR
2025-11-17T17:08:03.502642-03:00,flight-italy-sep2026,GRU,VCE,2026-08-31,2026-09-14,4454.0,BRL,TAP,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-08-31%20to%202026-09-14&curr=BRL&hl=pt-BR
2025-11-17T17:07:19.033020-03:00,flight-italy-sep2026,GRU,VCE,2026-08-30,2026-09-13,4458.0,BRL,Air France,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T17:07:19.067331-03:00,flight-italy-sep2026,GRU,VCE,2026-08-30,2026-09-13,4458.0,BRL,LATAM,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T17:07:19.081257-03:00,flight-italy-sep2026,GRU,VCE,2026-08-30,2026-09-13,4458.0,BRL,Gol,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-08-30%20to%202026-09-13&curr=BRL&hl=pt-BR
2025-11-17T17:08:48.387443-03:00,flight-italy-sep2026,GRU,VCE,2026-09-01,2026-09-15,4458.0,BRL,Air France,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-09-01%20to%202026-09-15&curr=BRL&hl=pt-BR
2025-11-17T17:08:48.440011-03:00,flight-italy-sep2026,GRU,VCE,2026-09-01,2026-09-15,4458.0,BRL,LATAM,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-09-01%20to%202026-09-15&curr=BRL&hl=pt-BR
2025-11-17T17:08:48.484358-03:00,flight-italy-sep2026,GRU,VCE,2026-09-01,2026-09-15,4458.0,BRL,Gol,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-09-01%20to%202026-09-15&curr=BRL&hl=pt-BR
2025-11-17T17:09:33.047712-03:00,flight-italy-sep2026,GRU,VCE,2026-09-02,2026-09-16,4458.0,BRL,Air France,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
2025-11-17T17:09:33.087963-03:00,flight-italy-sep2026,GRU,VCE,2026-09-02,2026-09-16,4458.0,BRL,LATAM,1,16h 10m,https://www.google.com/travel/flights?q=GRU%20to%20VCE%202026-09-02%20to%202026-09-16&curr=BRL&hl=pt-BR
